start;stop;time;distance
BREGUETSABIN;VOLTAIRE;13.682134499995735;912.1422999997156
BROCHANT;GUYMOQUET;11.680411499995973;778.6940999997315
BROCHANT;LAFOURCHE;11.845254000008572;789.6836000005715
BROCHANT;PORTEDECLICHY;13.162704000002707;877.5136000001804
BUTTESCHAUMONT;BOLIVAR;12.097242000005208;806.4828000003472
BUTTESCHAUMONT;BOTZARIS;9.814467000009607;654.2978000006404
BUTTESCHAUMONT;COLONELFABIEN;13.310392499986337;887.3594999990892
BUTTESCHAUMONT;JOURDAIN;14.279039999994565;951.9359999996376
BUTTESCHAUMONT;LAUMIERE;13.254270000007233;883.6180000004823
BUTTESCHAUMONT;PYRENEES;11.770094999999273;784.6729999999516
BUZENVAL;ALEXANDREDUMAS;14.720781000005665;981.3854000003777
BUZENVAL;AVRON;3.478285499996273;231.88569999975152
BUZENVAL;MARAICHERS;7.069075500000618;471.27170000004116
BUZENVAL;NATION;13.086092999999527;872.4061999999685
BUZENVAL;PICPUS;11.469472499993278;764.6314999995519
BUZENVAL;PORTEDEMONTREUIL;13.401471000001766;893.4314000001177
BUZENVAL;RUEDESBOULETS;13.74752100000449;916.5014000002993
CADET;ANVERS;11.740258499997434;782.683899999829
CADET;GRANDSBOULEVARDS;8.447566499998793;563.1710999999195
CADET;LEPELETIER;5.992716000001527;399.51440000010183
CADET;NOTREDAMEDELORETTE;7.1459399999992455;476.3959999999497
CADET;POISSONNIERE;7.901333999993513;526.7555999995676
CADET;RICHELIEUDROUOT;12.46156950000208;830.7713000001386
CADET;STGEORGES;11.437017000003252;762.4678000002168
CADET;TRINITEDESTIENNEDORVES;13.556575499997125;903.7716999998083
CAMBRONNE;AVENUEEMILEZOLA;9.054889499999117;603.6592999999411
CAMBRONNE;COMMERCE;14.400763499991735;960.050899999449
CAMBRONNE;LAMOTTEPICQUETGRENELLE;6.524335500004237;434.95570000028243
CAMBRONNE;SEGUR;5.6526164999976745;376.84109999984497
CAMBRONNE;SEVRESLECOURBE;10.396266000004251;693.0844000002835
CAMPOFORMIO;CHEVALERET;11.23120049999503;748.7466999996686
CAMPOFORMIO;LESGOBELINS;7.529305500002811;501.9537000001874
CAMPOFORMIO;NATIONALE;8.245969500005012;549.7313000003342
CAMPOFORMIO;PLACEDITALIE;11.146408499992683;743.0938999995122
CAMPOFORMIO;STMARCEL;7.2706784999999226;484.71189999999484
CARDINALLEMOINE;CENSIERDAUBENTON;10.335469500003963;689.0313000002642
CARDINALLEMOINE;JUSSIEU;4.971465000003226;331.4310000002151
CARDINALLEMOINE;MAUBERTMUTUALITE;9.701448000005911;646.763200000394
CARDINALLEMOINE;PLACEMONGE;6.9368549999920655;462.456999999471
CENSIERDAUBENTON;CARDINALLEMOINE;10.335469500003963;689.0313000002642
CENSIERDAUBENTON;JUSSIEU;12.802606500000694;853.5071000000463
CENSIERDAUBENTON;LESGOBELINS;8.590318499991554;572.6878999994369
CENSIERDAUBENTON;PLACEMONGE;4.5321615000109885;302.1441000007326
CENSIERDAUBENTON;STMARCEL;13.648543499992812;909.9028999995207
CHAMPSELYSEESCLEMENCEAU;CONCORDE;11.272352999998255;751.4901999998837
CHAMPSELYSEESCLEMENCEAU;FRANKLINDROOSEVELT;5.798056500001112;386.53710000007413
CHAMPSELYSEESCLEMENCEAU;INVALIDES;9.564831000004196;637.6554000002797
CHAMPSELYSEESCLEMENCEAU;MIROMESNIL;10.921787999992377;728.1191999994918
CHAMPSELYSEESCLEMENCEAU;STPHILIPPEDUROULE;11.360758499989753;757.3838999993169
CHARDONLAGACHE;EGLISEDAUTEUIL;6.212977499990375;414.1984999993583
CHARDONLAGACHE;EXELMANS;10.803540000009232;720.2360000006155
CHARDONLAGACHE;JASMIN;14.179447499995588;945.2964999997058
CHARDONLAGACHE;JAVELANDRECITROEN;13.838564999991211;922.5709999994141
CHARDONLAGACHE;MICHELANGEAUTEUIL;7.067750999994461;471.1833999996307
CHARDONLAGACHE;MICHELANGEMOLITOR;5.3683050000015635;357.88700000010425
CHARDONLAGACHE;MIRABEAU;10.137466499999283;675.8310999999522
CHARDONLAGACHE;PORTEDAUTEUIL;14.234215499993295;948.947699999553
CHARLESDEGAULLEETOILE;ARGENTINE;8.551975500002152;570.1317000001435
CHARLESDEGAULLEETOILE;GEORGEV;9.823883999994141;654.9255999996094
CHARLESDEGAULLEETOILE;KLEBER;7.215779999991647;481.0519999994431
CHARLESDEGAULLEETOILE;TERNES;8.642781000008107;576.1854000005404
CHARLESMICHELS;AVENUEEMILEZOLA;11.093546999992103;739.5697999994736
CHARLESMICHELS;BOUCICAUT;11.15423250000982;743.6155000006547
CHARLESMICHELS;COMMERCE;11.70877499999944;780.5849999999626
CHARLESMICHELS;DUPLEIX;14.867699999986801;991.17999999912
CHARLESMICHELS;FELIXFAURE;12.828588000008022;855.2392000005348
CHARLESMICHELS;JAVELANDRECITROEN;9.731371500010136;648.7581000006757
CHARONNE;ALEXANDREDUMAS;12.847263000007949;856.48420000053
CHARONNE;FAIDHERBECHALIGNY;9.00698250000074;600.4655000000494
CHARONNE;PHILIPPEAUGUSTE;11.081553000003915;738.770200000261
CHARONNE;REUILLYDIDEROT;12.905450999991734;860.3633999994489
CHARONNE;RUEDESBOULETS;7.979660999992629;531.9773999995086
CHARONNE;VOLTAIRE;10.128388500006404;675.2259000004269
CHATEAUDEAU;ARTSETMETIERS;12.508939500002887;833.9293000001925
CHATEAUDEAU;BONNENOUVELLE;9.85458600000653;656.9724000004353
CHATEAUDEAU;GAREDELEST;8.666626499996054;577.7750999997369
CHATEAUDEAU;GAREDUNORD;14.0288505000039;935.25670000026
CHATEAUDEAU;JACQUESBONSERGENT;8.198265000003156;546.5510000002104
CHATEAUDEAU;REAUMURSEBASTOPOL;14.571125999995857;971.4083999997238
CHATEAUDEAU;STRASBOURGSTDENIS;6.7378289999981655;449.1885999998777
CHATEAUDEVINCENNES;BERAULT;14.135698499992142;942.379899999476
CHATEAULANDON;COLONELFABIEN;11.17462049999158;744.9746999994386
CHATEAULANDON;GAREDELEST;8.331707999999052;555.4471999999367
CHATEAULANDON;GAREDUNORD;7.338240000008954;489.2160000005969
CHATEAULANDON;JACQUESBONSERGENT;14.27621550000098;951.7477000000654
CHATEAULANDON;LACHAPELLE;11.50104749999824;766.7364999998827
CHATEAULANDON;LOUISBLANC;8.266509000001825;551.1006000001217
CHATEAUROUGE;ANVERS;13.647200999994528;909.8133999996352
CHATEAUROUGE;BARBESROCHECHOUART;6.604464000002482;440.29760000016546
CHATEAUROUGE;JULESJOFFRIN;13.963542000007587;930.9028000005059
CHATEAUROUGE;MARCADETPOISSONNIERS;6.8454690000065614;456.3646000004374
CHATEAUROUGE;SIMPLON;13.000666500011576;866.7111000007717
CHATELET;CITE;3.9974294999853015;266.4952999990201
CHATELET;CLUNYLASORBONNE;13.859537999999011;923.9691999999341
CHATELET;ETIENNEMARCEL;12.622421999994547;841.4947999996365
CHATELET;HOTELDEVILLE;4.922293499999796;328.1528999999864
CHATELET;LESHALLES;10.95576450000226;730.3843000001507
CHATELET;LOUVRERIVOLI;13.523889000001367;901.592600000091
CHATELET;MAUBERTMUTUALITE;11.84719049999665;789.8126999997767
CHATELET;PONTNEUF;8.550924000000231;570.0616000000153
CHATELET;RAMBUTEAU;13.28310749999655;885.54049999977
CHATELET;STMICHEL;11.375877000004985;758.3918000003323
CHATILLONMONTROUGE;MALAKOFFRUEETIENNEDOLET;12.652008000004573;843.4672000003048
CHAUSSEEDANTINLAFAYETTE;GRANDSBOULEVARDS;13.116212999994753;874.4141999996501
CHAUSSEEDANTINLAFAYETTE;HAVRECAUMARTIN;7.5384255000011775;502.5617000000785
CHAUSSEEDANTINLAFAYETTE;LEPELETIER;10.589395500003594;705.9597000002395
CHAUSSEEDANTINLAFAYETTE;MADELEINE;13.844451000000115;922.9634000000077
CHAUSSEEDANTINLAFAYETTE;NOTREDAMEDELORETTE;10.002850500003552;666.8567000002369
CHAUSSEEDANTINLAFAYETTE;OPERA;5.2916550000052665;352.7770000003511
CHAUSSEEDANTINLAFAYETTE;PYRAMIDES;12.450066000004881;830.0044000003254
CHAUSSEEDANTINLAFAYETTE;QUATRESEPTEMBRE;8.584135499996481;572.2756999997654
CHAUSSEEDANTINLAFAYETTE;RICHELIEUDROUOT;8.062895999999599;537.5263999999733
CHAUSSEEDANTINLAFAYETTE;STGEORGES;13.719877500007279;914.6585000004852
CHAUSSEEDANTINLAFAYETTE;STLAZARE;14.908369499991533;993.8912999994355
CHAUSSEEDANTINLAFAYETTE;TRINITEDESTIENNEDORVES;6.628949999999023;441.9299999999348
CHEMINVERT;BASTILLE;9.519345000003812;634.6230000002541
CHEMINVERT;BREGUETSABIN;4.44752699999779;296.50179999985266
CHEMINVERT;FILLESDUCALVAIRE;11.26429049999686;750.9526999997906
CHEMINVERT;OBERKAMPF;12.49782000000123;833.188000000082
CHEMINVERT;RICHARDLENOIR;8.279777999992948;551.9851999995299
CHEMINVERT;STAMBROISE;13.283877000000794;885.5918000000529
CHEMINVERT;STPAUL;11.479341000010606;765.2894000007071
CHEMINVERT;STSEBASTIENFROISSART;7.198043999994407;479.8695999996271
CHEMINVERT;VOLTAIRE;13.932748500002198;928.8499000001466
CHEVALERET;CAMPOFORMIO;11.23120049999503;748.7466999996686
CHEVALERET;NATIONALE;8.666040000012726;577.7360000008484
CHEVALERET;OLYMPIADES;13.008565500000842;867.2377000000561
CHEVALERET;QUAIDELAGARE;8.6588249999861;577.2549999990733
CHEVALERET;STMARCEL;13.702280999996585;913.4853999997723
CITE;CHATELET;3.9974294999853015;266.4952999990201
CITE;CLUNYLASORBONNE;9.862108500013711;657.4739000009141
CITE;HOTELDEVILLE;8.919722999985098;594.6481999990065
CITE;LESHALLES;14.034962999989512;935.6641999993008
CITE;MAUBERTMUTUALITE;8.767992000009396;584.5328000006265
CITE;ODEON;12.720583500014618;848.0389000009745
CITE;PONTMARIE;13.171510500009756;878.1007000006504
CITE;PONTNEUF;11.630122499987486;775.3414999991656
CITE;STMICHEL;7.378447500019684;491.89650000131223
CLUNYLASORBONNE;CHATELET;13.859537999999011;923.9691999999341
CLUNYLASORBONNE;CITE;9.862108500013711;657.4739000009141
CLUNYLASORBONNE;MABILLON;12.987360000003829;865.8240000002552
CLUNYLASORBONNE;MAUBERTMUTUALITE;5.722747499996912;381.5164999997942
CLUNYLASORBONNE;ODEON;7.113113999999478;474.2075999999652
CLUNYLASORBONNE;PONTNEUF;14.675366999999971;978.3577999999981
CLUNYLASORBONNE;STMICHEL;4.598468999991892;306.5645999994595
COLONELFABIEN;BOLIVAR;9.038818499991905;602.5878999994603
COLONELFABIEN;BUTTESCHAUMONT;13.310392499986337;887.3594999990892
COLONELFABIEN;CHATEAULANDON;11.17462049999158;744.9746999994386
COLONELFABIEN;GONCOURT;12.976530000011554;865.1020000007702
COLONELFABIEN;JAURES;9.516626999996953;634.4417999997969
COLONELFABIEN;LOUISBLANC;11.922154499994939;794.8102999996626
COLONELFABIEN;STALINGRAD;12.783755999982825;852.250399998855
COMMERCE;AVENUEEMILEZOLA;5.3458739999926195;356.39159999950795
COMMERCE;BOUCICAUT;12.780154500011704;852.0103000007803
COMMERCE;CAMBRONNE;14.400763499991735;960.050899999449
COMMERCE;CHARLESMICHELS;11.70877499999944;780.5849999999626
COMMERCE;DUPLEIX;9.699230999987922;646.6153999991948
COMMERCE;FELIXFAURE;5.671395000006888;378.0930000004592
COMMERCE;LAMOTTEPICQUETGRENELLE;12.073313999996753;804.8875999997836
CONCORDE;ASSEMBLEENATIONALE;11.329378500006278;755.2919000004185
CONCORDE;CHAMPSELYSEESCLEMENCEAU;11.272352999998255;751.4901999998837
CONCORDE;MADELEINE;8.881124999994062;592.0749999996042
CONCORDE;PYRAMIDES;14.976606000009925;998.4404000006616
CONCORDE;SOLFERINO;14.926354500005836;995.0903000003891
CONCORDE;STAUGUSTIN;13.598581499994614;906.572099999641
CONCORDE;TUILERIES;13.022421000001485;868.161400000099
CONVENTION;FELIXFAURE;14.231191500001588;948.7461000001058
CONVENTION;VAUGIRARD;8.602468500001121;573.4979000000748
CORENTINCARIOU;CRIMEE;12.485228999998656;832.3485999999103
CORENTINCARIOU;PORTEDELAVILLETTE;7.550413499999559;503.36089999997057
CORENTINCELTON;MAIRIEDISSY;11.96694150000927;797.796100000618
CORVISART;GLACIERE;9.878947500008508;658.5965000005672
CORVISART;LESGOBELINS;12.586017000006395;839.0678000004264
CORVISART;PLACEDITALIE;7.628934000010487;508.5956000006991
CORVISART;TOLBIAC;13.148897999996553;876.5931999997701
COURCELLES;MALESHERBES;12.210829499994869;814.0552999996579
COURCELLES;MONCEAU;8.536381499986165;569.0920999990777
COURCELLES;TERNES;7.778782500004161;518.5855000002774
COURCELLES;WAGRAM;8.980870499996819;598.724699999788
COURONNES;BELLEVILLE;8.942329499991029;596.1552999994019
COURONNES;GONCOURT;11.911073999988147;794.0715999992099
COURONNES;MENILMONTANT;6.9415830000088325;462.77220000058884
COURONNES;PARMENTIER;12.957826500000666;863.8551000000443
COURONNES;PYRENEES;13.264000499988324;884.2666999992216
COURONNES;RUESTMAUR;8.564863499999628;570.9908999999752
COURSTEMILION;DUGOMMIER;12.848606999998449;856.5737999998966
CRETEILLECHAT;CRETEILUNIVERSITE;12.331581000000005;822.1054000000004
CRETEILLECHAT;MAISONSALFORTLESJUILLIOTTES;12.546175500006065;836.4117000004044
CRETEILUNIVERSITE;CRETEILLECHAT;12.331581000000005;822.1054000000004
CRIMEE;CORENTINCARIOU;12.485228999998656;832.3485999999103
CRIMEE;LAUMIERE;11.823968999994685;788.2645999996457
CRIMEE;RIQUET;7.634143500000356;508.9429000000237
CROIXDECHAVAUX;MAIRIEDEMONTREUIL;12.959453999996766;863.9635999997844
DANUBE;BOTZARIS;8.844442499993603;589.6294999995736
DANUBE;PLACEDESFETES;8.87742000000144;591.828000000096
DANUBE;PORTEDEPANTIN;12.352912499999512;823.5274999999674
DANUBE;PRESTGERVAIS;9.30265500000387;620.1770000002581
DAUMESNIL;BELAIR;8.703658499993034;580.2438999995356
DAUMESNIL;DUGOMMIER;7.500433500007492;500.0289000004995
DAUMESNIL;MICHELBIZOT;11.381179500011495;758.7453000007663
DAUMESNIL;MONTGALLET;14.285435999998008;952.3623999998672
DAUMESNIL;NATION;13.454954999994369;896.9969999996246
DENFERTROCHEREAU;ALESIA;13.846602000001006;923.106800000067
DENFERTROCHEREAU;MOUTONDUVERNET;6.1546035000047405;410.30690000031603
DENFERTROCHEREAU;RASPAIL;10.212307499998717;680.8204999999144
DENFERTROCHEREAU;STJACQUES;6.900009000005666;460.00060000037774
DUGOMMIER;BERCY;12.757431000003708;850.4954000002472
DUGOMMIER;COURSTEMILION;12.848606999998449;856.5737999998966
DUGOMMIER;DAUMESNIL;7.500433500007492;500.0289000004995
DUGOMMIER;MONTGALLET;9.518569500004524;634.5713000003017
DUPLEIX;AVENUEEMILEZOLA;7.652693999996991;510.1795999997994
DUPLEIX;BIRHAKEIM;10.549168500006779;703.277900000452
DUPLEIX;CHARLESMICHELS;14.867699999986801;991.17999999912
DUPLEIX;COMMERCE;9.699230999987922;646.6153999991948
DUPLEIX;FELIXFAURE;14.7914219999942;986.0947999996133
DUPLEIX;LAMOTTEPICQUETGRENELLE;8.704580999990576;580.3053999993717
DUROC;FALGUIERE;5.105969999995432;340.3979999996955
DUROC;MONTPARNASSEBIENVENUE;12.825035999996473;855.0023999997649
DUROC;PASTEUR;11.829701999996324;788.6467999997549
DUROC;RENNES;14.231560500005145;948.7707000003429
DUROC;SEGUR;10.79008350000833;719.3389000005554
DUROC;SEVRESLECOURBE;10.447010999999474;696.467399999965
DUROC;STFRANCOISXAVIER;10.245388500007104;683.0259000004736
DUROC;STPLACIDE;11.049685499998159;736.6456999998773
DUROC;VANEAU;7.714596000005258;514.3064000003505
ECOLEMILITAIRE;LATOURMAUBOURG;9.995079000002006;666.3386000001337
ECOLEMILITAIRE;SEGUR;14.039702999992876;935.9801999995251
ECOLEMILITAIRE;STFRANCOISXAVIER;14.584397999994106;972.293199999607
ECOLEMILITAIRE;VARENNE;13.457472000010894;897.1648000007262
EDGARQUINET;GAITE;7.666418999987072;511.09459999913815
EDGARQUINET;MONTPARNASSEBIENVENUE;8.048754000003683;536.5836000002455
EDGARQUINET;NOTREDAMEDESCHAMPS;9.810531000004266;654.0354000002844
EDGARQUINET;RASPAIL;7.660948499988298;510.72989999921987
EDGARQUINET;RENNES;14.636323500004366;975.7549000002911
EDGARQUINET;STPLACIDE;10.89957750000176;726.6385000001173
EDGARQUINET;VAVIN;5.480361000011908;365.35740000079386
EGLISEDAUTEUIL;CHARDONLAGACHE;6.212977499990375;414.1984999993583
EGLISEDAUTEUIL;JASMIN;9.912471000005608;660.8314000003738
EGLISEDAUTEUIL;JAVELANDRECITROEN;11.223022499999496;748.2014999999665
EGLISEDAUTEUIL;MICHELANGEAUTEUIL;6.8466705000051284;456.4447000003419
EGLISEDAUTEUIL;MICHELANGEMOLITOR;11.58128249999194;772.0854999994626
EGLISEDAUTEUIL;MIRABEAU;4.061768999991473;270.7845999994315
EGLISEDAUTEUIL;PORTEDAUTEUIL;14.013135000003967;934.2090000002645
ETIENNEMARCEL;ARTSETMETIERS;11.114502000006034;740.9668000004023
ETIENNEMARCEL;BONNENOUVELLE;12.454624500002248;830.3083000001499
